<<<<<<< HEAD
tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt,additional_info,building_name,building_no,expiry_date,grade,postal_code,street_name,tel_no,uen_no,unit_no,workhead
BCA000ETT14000059,Building and Construction Authority,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR CENTRAL CLUSTER COMPRISING ALJUNIED, ANG MO KIO-YIO CHU KANG, BISHAN-TOA PAYOH, HOLLAND-BUKIT PANJANG, HOUGANG, PASIR RIS-PUNGGOL, POTONG PASIR AND SEMBAWANG-NEE SOON TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP) PHASE 3",2015-02-11,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,788000.0,na,ENTERPRISE INDUSTRIAL BUILDING,46,1/11/2018,C1,388568,LORONG 17 GEYLANG,67480348,200616054D,#05-04,CW01
LTA000ETT14000191,Land Transport Authority,Proposed Infrastructure Under Existing Vehicular Bridge,2015-06-23,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,2000000.0,na,ENTERPRISE INDUSTRIAL BUILDING,46,1/11/2018,C1,388568,LORONG 17 GEYLANG,67480348,200616054D,#05-04,CW01
LTA000ETT16100042,Land Transport Authority,Upgrading of Toilet Facilities and Other Minor Works at Existing Bus Interchanges & Terminals,2017-05-02,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,1480000.0,na,ENTERPRISE INDUSTRIAL BUILDING,46,1/11/2018,C1,388568,LORONG 17 GEYLANG,67480348,200616054D,#05-04,CW01
LTA000ETT17300053,Land Transport Authority,Slope Stabilization Works at Choa Chu Kang Ave 1,2017-11-29,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,1608800.0,na,ENTERPRISE INDUSTRIAL BUILDING,46,1/11/2018,C1,388568,LORONG 17 GEYLANG,67480348,200616054D,#05-04,CW01
SDC000ETT14000050,Sentosa Development Corporation,"DESIGN, FABRICATION & INSTALLATION OF 2 PASSENGER GLASS LIFTS AND CONSTRUCTION OF EXTENSION TO LINKWAYS AND ANCILLARY WORKS AT BEACH STATION, SENTOSA",2015-03-11,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,883000.0,na,ENTERPRISE INDUSTRIAL BUILDING,46,1/11/2018,C1,388568,LORONG 17 GEYLANG,67480348,200616054D,#05-04,CW01
BCA000ETT14000062,Building and Construction Authority,"PROPOSED PAINTING & SIGNAGE TO ENTIRE CAMPUS AND A&A WORKS TO CLASSROOMS, LECTURE ROOMS, DESIGN STUDIOS, IT CLASSROOM, OFFICE AND TOILETS TO BLOCK C & H IN BCA ACADEMY",2015-01-30,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,4068330.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
CDVHQ0ETT14000087,Ministry of Social and Family Development - Ministry Headquarter,"Proposed New Erection Of A 2 Storey Social Service Office (SSO) On Lot Mk06-00931m(Pt) At Corporation Drive, Taman Jurong, Singapore",2015-02-04,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,2992850.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
CDVHQ0ETT16000041,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for Proposed Additions & Alteration Works for Day Activity Centre at Yishun Avenue 4 and Family Service Centre at Bedok Reservoir Road,2016-12-05,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1370000.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
HDB000ETT16000253,Housing and Development Board,Improvement Works To Multi-Storey Car Parks And Standalone Electrical Sub-Stations (Batch 51),2017-01-05,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,5585250.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
ITA000ETT15000004,Ministry of Communications and Information,TENDER FOR THE PROVISION OF BUILDING AND MECHANICAL & ELECTRICAL MAINTENANCE SERVICES (INCLUSIVE OF MAINTENANCE FOR CHILLER AND LIFTS SYSTEM) AT THE OLD HILL STREET POLICE STATION FOR A BASE PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR THREE FURTHER ONE-YEAR PERIODS,2015-05-12,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,4507850.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
MOE000ETT15000058,Ministry of Education,The provision of maintenance of mechanical & electrical systems in schools for a period of four (4) years.,2015-06-03,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,22029480.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
NPB000ETT15000099,National Parks Board,TERM CONTRACT FOR MAINTENANCE AND UPGRADING WORKS FOR PARK FACILITIES IN COASTAL PARKS FOR A PERIOD OF THREE (3) YEARS,2016-03-18,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,3893360.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
NPB000ETT16000017,National Parks Board,TERM CONTRACT FOR MECHANICAL AND ELECTRICAL MAINTENANCE AND UPGRADING WORKS IN PARKS AND PARK CONNECTOR NETWORKS (PCN) FOR A PERIOD OF THREE (3) YEARS,2016-06-08,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,5933520.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
NPB000ETT16000070,National Parks Board,"TERM CONTRACT FOR THE MECHANICAL AND ELECTRICAL MAINTENANCE AND UPGRADING WORKS IN PARKS, CONSERVATION PARKS, HORTICULTURE & COMMUNITY GARDENING, SINGAPORE BOTANIC GARDENS, STREETSCAPE AND NATIONAL BIODIVERSITY CENTRE FOR A PERIOD OF THREE (3) YEARS",2016-11-25,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,8809488.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
NYP000ETT15000063,Nanyang Polytechnic,Appointment of Term Contractors For Addition And Alteration Works For A Period Of Five Years,2016-02-25,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1000000.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
PAR000ETT15000004,Parliament,Maintenance of Building Works and Facilities at Parliament House for a period of three (3) years.,2015-05-12,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,389520.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
PAS000ETT15000310,People's Association,"PROVISION FOR MAINTENANCE OF BUILDING, PLUMBING AND SANITARY WORKS AT NATIONAL COMMUNITY LEADERSHIP INSTITUTE FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND FOR ANOTHER ONE (1) YEAR",2016-04-21,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,801000.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
PAS000ETT15000328,People's Association,APPOINTMENT OF TERM CONTRACTORS FOR A TERM OF TWO(2)YEARS WITH AN OPTION TO EXTEND FOR A FURTHER ONE (1)YEAR FOR THE UPGRADING AND EXTENSION OF EXISTING RESIDENT COMMITTEE CENTRES,2016-06-10,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
PAS000ETT15000364,People's Association,Proposed Upgrading Works to Existing Radin Mas Community Club at 1 Telok Blangah Crescent Singapore 098915,2016-06-01,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,8256800.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
PUB000ETT14000257,Public Utilities Board,"Maintenance Services of Active, Beautiful and Clean Waters Facilities in PUB",2015-01-16,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1644000.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
PUB000ETT15000323,Public Utilities Board,Minor Works and Repairs to Buildings and Grounds at Various Installations of PUB,2016-05-17,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,2250000.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
URA000ETT16000002,Urban Redevelopment Authority,"Servicing, Maintenance, Repair / Replacement and Enhancement Works to Existing Mechanical and Electrical (M&E) Systems and Minor Building Works Including Drainage / Sanitary / Plumbing Systems for the Common Services Tunnel (CST) at Marina Bay for a Period of Three (3) Years",2016-04-11,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,1152150.0,na,EUNOS TECHPARK,18,1/10/2018,B2,416196,KAKI BUKIT PLACE,62855880,200516248Z,na,CW01
BCA000ETT14000066,Building and Construction Authority,"NOMINATED SUB-CONTRACT FOR THE DESIGN,SUPPLY,DELIVERY,INSTALL & TESTING & COMMISSIONING OF DATA ACQUISITION BUILDING MANAGEMENT SYSTEM FOR THE PROPOSED BCA USER TEST BED FACILITY",2015-03-30,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,295000.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
CAA000ETT16000055,Civil Aviation Authority of Singapore,Replacement of the Electromagnetic Locks System at Singapore Aviation Academy,2017-01-25,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,383800.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
HDB000ETT17000228,Housing and Development Board,"Installation And Maintenance Of Public Address Systems For Eastech, Sin Ming Autocare And YS-One",2017-11-10,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,553300.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
MPA000ETT16000030,Maritime and Port Authority of Singapore,"Design, Supply, Delivery, Installation, Testing And Commissioning Of New Security Systems At Various MPA's Offices And Control Centres With Three Years Comprehensive Maintenance And An Option To Extend For Two Years At The Authority's Discretion",2016-08-19,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,323430.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
NHB000ETT15000033,National Heritage Board,"INVITATION TO TENDER FOR PROVISION OF COMPREHENSIVE MAINTENANCE OF ESSER SOFT ADDRESSABLE FIRE ALARM SYSTEM AND FIRE INTERCOM SYSTEM AT NATIONAL MUSEUM OF SINGAPORE, UNDER THE NATIONAL HERITAGE BOARD FOR A PERIOD OF THREE (3) YEARS WITH AN OPTION TO RENEW FOR ANOTHER ONE (1) YEAR",2015-09-08,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,77300.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
NHB000ETT15000040,National Heritage Board,INVITATION TO TENDER FOR THE NON-COMPREHENSIVE MAINTENANCE OF BUILDING MANAGEMENT SYSTEM FOR THE NATIONAL MUSEUM OF SINGAPORE FOR A PERIOD OF ONE (1) YEAR WITH AN OPTION TO EXTEND FOR ONE (1) YEAR,2015-09-08,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,45360.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
NST000ETT17000149,"Agency for Science, Technology and Research",PROVISION OF PROXIMITY CARD ACCESS SYSTEM FOR FUSIONOPOLIS 2 SITE FOR ADDITIONAL READERS AND OFFSITE IME FOR UPGRADE TO MATCH FUSIONOPOLIS 2 SYSTEM,2017-12-27,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,497800.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
NTU000ETT17000079,Nanyang Technological University,Proposed Data Logging For Existing 6 Nos. AHU at Block S1 in South Spine Academic Building in Nanyang Technological University,2017-07-14,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,150000.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
NUSDEPETT15000391,National University of Singapore,"Proposed Upgrading of Electronics Door Locking System Including Non-Comprehensive Maintenance For Kent Ridge Hall and Sheares Hall, National University of Singapore",2016-07-01,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,872679.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
NUSGMSETT17800009,Duke-NUS Medical School,Term contract for Comprehensive Maintenance of Building Management System at Duke-NUS Medical School Singapore 8 College Road for a period of Two (2) years with an Option to extend for another Two (2) years.,2017-08-31,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,1170780.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
PUB000ETT14000262,Public Utilities Board,Preventive Maintenance of the ACMV Control Systems at Changi Water Reclamation Plant,2015-04-27,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,860000.0,na,na,9,1/9/2017,L6,758197,SENOKO DRIVE,67442921,197903671C,na,ME02
BCA000ETT14000068,Building and Construction Authority,Term contract for evaluation of essential construction materials (Sand & Granite),2015-01-30,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,1150.0,na,PROSPAQ INDUSTRIAL BUILDING,58,1/8/2018,Single Grade,729501,SUNGEI KADUT LOOP,63629066,200805959C,na,CR15
BCA000ETT15000071,Building and Construction Authority,TERM CONTRACT FOR EVALUATION OF ESSENTIAL CONSTRUCTION MATERIALS (SAND & GRANITE),2016-01-27,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,1280.0,na,PROSPAQ INDUSTRIAL BUILDING,58,1/8/2018,Single Grade,729501,SUNGEI KADUT LOOP,63629066,200805959C,na,CR15
BCA000ETT16000044,Building and Construction Authority,TERM CONTRACT FOR EVALUATION OF ESSENTIAL CONSTRUCTION MATERIALS (SAND & GRANITE),2017-01-25,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,950.0,na,PROSPAQ INDUSTRIAL BUILDING,58,1/8/2018,Single Grade,729501,SUNGEI KADUT LOOP,63629066,200805959C,na,CR15
LTA000ETT15000110,Land Transport Authority,Concrete and Water Testing,2015-09-10,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,245400.0,na,PROSPAQ INDUSTRIAL BUILDING,58,1/8/2018,Single Grade,729501,SUNGEI KADUT LOOP,63629066,200805959C,na,CR15
NEA000ETT16000116,National Environment Agency,Tender for Waste Characteristics Study,2016-10-06,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,2000.0,na,PROSPAQ INDUSTRIAL BUILDING,58,1/8/2018,Single Grade,729501,SUNGEI KADUT LOOP,63629066,200805959C,na,CR15
HOMHQ0ETT14000319,Ministry of Home Affairs-Ministry Headquarter,"CONSULTANCY SERVICES FOR COMPREHENSIVE FACADE INSPECTION AT IMMIGRATION & CHECKPOINTS AUTHORITY BUILDING, WOODLANDS CHECKPOINT & TUAS CHECKPOINT",2015-06-17,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,290000.0,na,SHUN LI INDUSTRIAL PARK,139,1/4/2018,C3,416004,KAKI BUKIT AVENUE 1,67488689,198905126W,na,CW02
MOE000ETT15000234,Ministry of Education,Soil investigation works for proposed additions and alterations to existing Fajar Secondary School and existing Dunearn Secondary School,2015-10-16,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,177356.0,na,SHUN LI INDUSTRIAL PARK,139,1/4/2018,C3,416004,KAKI BUKIT AVENUE 1,67488689,198905126W,na,CW02
PUB000ETT15000276,Public Utilities Board,Term Contract for Soil Investigation Works for Drainage Projects (2016),2016-01-29,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,503280.0,na,SHUN LI INDUSTRIAL PARK,139,1/4/2018,C3,416004,KAKI BUKIT AVENUE 1,67488689,198905126W,na,CW02
PUB000ETT16000191,Public Utilities Board,Soil Investigation Works for Water Projects,2016-11-07,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,1668000.0,na,SHUN LI INDUSTRIAL PARK,139,1/4/2018,C3,416004,KAKI BUKIT AVENUE 1,67488689,198905126W,na,CW02
PUB000ETT16000273,Public Utilities Board,Soil Investigation (Land) Works for the Deep Tunnel Sewerage System Phase 2 Project - Link Sewers,2017-04-07,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,2322955.0,na,SHUN LI INDUSTRIAL PARK,139,1/4/2018,C3,416004,KAKI BUKIT AVENUE 1,67488689,198905126W,na,CW02
PUB000ETT17000056,Public Utilities Board,Term Contract for Soil Investigation Works for Drainage Projects (2017),2017-06-07,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,250560.0,na,SHUN LI INDUSTRIAL PARK,139,1/4/2018,C3,416004,KAKI BUKIT AVENUE 1,67488689,198905126W,na,CW02
BCA000ETT15000003,Building and Construction Authority,ONE YEAR TERM CONTRACT (WITH OPTION TO EXTEND FOR ONE MORE YEAR) FOR CONDUCTING TESTING SERVICES (NON-DESTRUCTIVE TEST / PULL-OFF TEST / WATERTIGHTNESS TEST) FOR CONQUAS,2015-03-31,Awarded to Suppliers,AWCS TECHNOLOGIES PTE. LTD.,29920.0,na,na,12,1/10/2019,Single Grade,348745,LORONG BAKAR BATU,96921434,201306388E,#06-08,CR15
BCA000ETT17000001,Building and Construction Authority,ONE YEAR TERM CONTRACT (WITH OPTION TO EXTEND FOR ONE MORE YEAR) FOR CONDUCTING TESTING SERVICES (NON-DESTRUCTIVE TEST / PULL-OFF TEST / WATERTIGHTNESS TEST) FOR CONQUAS,2017-03-27,Awarded to Suppliers,AWCS TECHNOLOGIES PTE. LTD.,44000.0,na,na,12,1/10/2019,Single Grade,348745,LORONG BAKAR BATU,96921434,201306388E,#06-08,CR15
BCA000ETT15000009,Building and Construction Authority,"REINSTATEMENT WORKS & SALE & DISPOSAL OF FURNITURE & FIXTURES FOR BCA & AVA OFFICE AT 5 MAXWELL ROAD, TOWER BLOCK, MND COMPLEX",2015-02-23,Awarded to Suppliers,P & A LINK PTE LTD,506779.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
EDB000ETT16000023,Economic Development Board,T25/2016 Invitation to Tender for the Supply and Delivery of Furniture for Economic Development Board (EDB) Learning Centre at 2985 Jalan Bukit Merah Singapore 159457. With ref to PR 20161874 (Ong Mei Ling).,2017-03-15,Awarded to Suppliers,P & A LINK PTE LTD,1215.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
FINHQ0ETT16000015,Ministry of Finance-Ministry Headquarter,Proposed Addition And Alteration Interior Fit-Out Works to Level 8 And Level 10 Conference Room At The Treasury,2016-11-07,Awarded to Suppliers,P & A LINK PTE LTD,350820.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
FINVITETT15000004,Ministry of Finance - Vital,"SPACE PLANNING, DESIGN & BUILD AND PROJECT MANAGEMENT SERVICES AT VITALS OFFICES LOCATED AT MND COMPLEX",2015-05-12,Awarded to Suppliers,P & A LINK PTE LTD,774115.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
HOMHQ0ETT16000045,Ministry of Home Affairs-Ministry Headquarter,Proposed Addition & Alterations Works in SCDF Premises,2016-09-01,Awarded to Suppliers,P & A LINK PTE LTD,327998.6,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
HOMHQ0ETT17000078,Ministry of Home Affairs-Ministry Headquarter,ADDITION AND ALTERATION WORKS TO EXISTING SENIOR POLICE OFFICER'S MESS,2017-09-12,Awarded to Suppliers,P & A LINK PTE LTD,518829.8,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
ITA000ETT17000004,Ministry of Communications and Information,"INVITATION TO TENDER FOR THE PROPOSED RENOVATION WORKS FOR THE MINISTRY OF COMMUNICATIONS AND INFORMATION SENIOR MANAGEMENT OFFICE LOCATED AT LEVEL 6 BLOCK A, 140 HILL STREET, OLD HILL STREET POLICE STATION",2017-08-07,Awarded to Suppliers,P & A LINK PTE LTD,605900.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
NYP000ETT16000016,Nanyang Polytechnic,Renovation Works to School of Engineering Meeting Room S103,2016-08-16,Awarded to Suppliers,P & A LINK PTE LTD,49957.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
PAS000ETT16000024,People's Association,"SUPPLY AND INSTALLATION OF FURNITURE, FITMENTS & EQUIPMENT WORKS TO KEBUN BARU COMMUNITY CLUB",2016-06-21,Awarded to Suppliers,P & A LINK PTE LTD,520036.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
STB000ETT17000032,Singapore Tourism Board,Tender for Renovation Works at Level 13 of Tourism Court,2017-07-10,Awarded to Suppliers,P & A LINK PTE LTD,87931.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
TPO000ETT15000008,Temasek Polytechnic,Proposed Refurbishment Works of Block 45 Apartment Units at the Glocal Connect Village at Temasek Polytechnic,2015-06-11,Awarded to Suppliers,P & A LINK PTE LTD,1649234.75,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
TPO000ETT16000015,Temasek Polytechnic,Tender for Proposed Fitting Out Works to 8th Storey Tower 3 of Existing Block 1A at Temasek Polytechnic,2016-06-09,Awarded to Suppliers,P & A LINK PTE LTD,943526.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
TPO000ETT17000001,Temasek Polytechnic,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF BUILT-IN AND MISCELLANEOUS STANDALONE FURNITURES AT THE CENTRE OF AQUACULTURE AND VETERINARY SCIENCES (CAVS)",2017-05-29,Awarded to Suppliers,P & A LINK PTE LTD,4495.0,na,na,5050,1/6/2019,L4,569553,ANG MO KIO INDUSTRIAL PARK 2,64818434,199406601N,#01-1019,CR06
BCA000ETT15000021,Building and Construction Authority,Term contract for Routine Preventive and Ad-hoc Improvement services to existing Electrical installation in BCA Academy,2015-05-22,Awarded to Suppliers,LEE SIN PTE. LTD.,130000.0,na,KAMPONG UBI INDUSTRIAL ESTATE,3024,1/4/2017,C3,408652,UBI ROAD 3,67424181,201323665W,#03-65,CW01
BCA000ETT15000023,Building and Construction Authority,Term Contract for the Supply and Performance of Structural Rectification Works and Services,2015-06-03,Awarded to Suppliers,WOH HUP (PRIVATE) LIMITED,1200.0,na,WOH HUP BUILDING,217,1/1/2017,A1,588185,UPPER BUKIT TIMAH ROAD,63858585,194000021M,na,CW01
LTA000ETT15000166,Land Transport Authority,Construction of Amber Station for Thomson-East Coast Line,2016-03-17,Awarded to Suppliers,WOH HUP (PRIVATE) LIMITED,145638000.0,na,WOH HUP BUILDING,217,1/1/2017,A1,588185,UPPER BUKIT TIMAH ROAD,63858585,194000021M,na,CW01
LTA000ETT16100049,Land Transport Authority,Construction of Kim Chuan Depot Extension for Circle Line 6,2017-09-08,Awarded to Suppliers,WOH HUP (PRIVATE) LIMITED,1211738000.0,na,WOH HUP BUILDING,217,1/1/2017,A1,588185,UPPER BUKIT TIMAH ROAD,63858585,194000021M,na,CW01
